task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	5f/9eb213	3586037	BBRF_GET_URLS (get_urls)	COMPLETED	0	2025-07-17 03:21:34.177	319ms	226ms	93.6%	26.7 MB	37.3 MB	10.5 MB	187.9 KB
9	d1/f8c951	3586428	DIRBUSTING:GOBUSTER (http://analytics.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:34.605	55ms	20ms	-	-	-	-	-
19	e0/1b7c84	3586661	DIRBUSTING:FFUF (http://blog.dropbox.com/)	FAILED	1	2025-07-17 03:21:34.720	50ms	30ms	-	-	-	-	-
21	20/171f07	3586913	DIRBUSTING:GOBUSTER (http://blog.dropbox.com)	FAILED	1	2025-07-17 03:21:34.831	41ms	3ms	-	-	-	-	-
11	36/327971	3587162	DIRBUSTING:GOBUSTER (http://app.reclaim.ai)	FAILED	1	2025-07-17 03:21:34.931	43ms	3ms	-	-	-	-	-
5	04/71bc47	3587445	DIRBUSTING:FFUF (http://015d5ce7dd3142cd8fca094a50adbf69@d.dropbox.com/4505546831036416)	FAILED	1	2025-07-17 03:21:35.034	54ms	15ms	-	-	-	-	-
16	e6/b2dbfa	3587761	DIRBUSTING:GOBUSTER (http://app.reclaim.ai/signup)	FAILED	1	2025-07-17 03:21:35.144	56ms	14ms	-	-	-	-	-
8	45/fcf3ce	3588093	DIRBUSTING:FFUF (http://app.reclaim.ai)	FAILED	1	2025-07-17 03:21:35.253	65ms	18ms	-	-	-	-	-
13	cb/36b106	3588453	DIRBUSTING:GOBUSTER (http://app.reclaim.ai/login)	FAILED	1	2025-07-17 03:21:35.370	53ms	7ms	-	-	-	-	-
14	8c/c2a90b	3588706	DIRBUSTING:FFUF (http://assets.dropbox.com/dmep/en-us/assets/pdfs/TEI_of_Dropbox_2022_10_12_Final.pdf)	FAILED	1	2025-07-17 03:21:35.466	52ms	2ms	-	-	-	-	-
25	57/c7fd29	3588993	DIRBUSTING:GOBUSTER (http://client.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:35.560	39ms	2ms	-	-	-	-	-
20	e2/c28627	3589266	DIRBUSTING:GOBUSTER (http://assets.dropbox.com/www/en-us/business/solutions/solutions/dfb_security_whitepaper.pdf)	FAILED	1	2025-07-17 03:21:35.652	56ms	10ms	-	-	-	-	-
4	0e/27f2a3	3589603	DIRBUSTING:FFUF (http://015d5ce7dd3142cd8fca094a50adbf69@d.dropbox.com)	FAILED	1	2025-07-17 03:21:35.749	56ms	3ms	-	-	-	-	-
15	89/aefde2	3589947	DIRBUSTING:FFUF (http://assets.dropbox.com/www/en-us/business/solutions/solutions/dfb_security_whitepaper.pdf)	FAILED	1	2025-07-17 03:21:35.851	54ms	3ms	-	-	-	-	-
3	54/53ef93	3590253	DIRBUSTING:GOBUSTER (http://015d5ce7dd3142cd8fca094a50adbf69@d.dropbox.com)	FAILED	1	2025-07-17 03:21:35.950	48ms	3ms	-	-	-	-	-
17	f0/85e942	3590590	DIRBUSTING:FFUF (http://blog.dropbox.com)	FAILED	1	2025-07-17 03:21:36.054	43ms	2ms	-	-	-	-	-
10	81/dde08c	3590856	DIRBUSTING:FFUF (http://app.reclaim.ai/login)	FAILED	1	2025-07-17 03:21:36.141	49ms	2ms	-	-	-	-	-
6	e1/f8f538	3591226	DIRBUSTING:GOBUSTER (http://015d5ce7dd3142cd8fca094a50adbf69@d.dropbox.com/4505546831036416)	FAILED	1	2025-07-17 03:21:36.243	63ms	18ms	-	-	-	-	-
18	d5/9e1f30	3591526	DIRBUSTING:GOBUSTER (http://assets.dropbox.com/dmep/en-us/assets/pdfs/TEI_of_Dropbox_2022_10_12_Final.pdf)	FAILED	1	2025-07-17 03:21:36.349	55ms	1ms	-	-	-	-	-
22	6c/6b09a0	3591882	DIRBUSTING:GOBUSTER (http://blog.dropbox.com/)	FAILED	1	2025-07-17 03:21:36.454	58ms	8ms	-	-	-	-	-
7	01/e99ae0	3592230	DIRBUSTING:FFUF (http://analytics.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:36.552	49ms	1ms	-	-	-	-	-
2152	c6/6b2f10	3592419	DIRBUSTING:FFUF (https://help.reclaim.ai/en/articles/6211178-education-discount-at-reclaim-ai)	FAILED	1	2025-07-17 03:21:36.631	60ms	3ms	-	-	-	-	-
12	a5/8c08f1	3592736	DIRBUSTING:FFUF (http://app.reclaim.ai/signup)	FAILED	1	2025-07-17 03:21:36.731	44ms	3ms	-	-	-	-	-
2002	40/003cf0	3592934	DIRBUSTING:GOBUSTER (https://help.reclaim.ai/en/articles/5464974)	FAILED	1	2025-07-17 03:21:36.797	54ms	2ms	-	-	-	-	-
24	10/c4fa00	3593206	DIRBUSTING:GOBUSTER (http://chat.dropbox.com)	FAILED	1	2025-07-17 03:21:36.889	48ms	3ms	-	-	-	-	-
23	de/46f15e	3593537	DIRBUSTING:FFUF (http://chat.dropbox.com)	FAILED	1	2025-07-17 03:21:36.982	54ms	1ms	-	-	-	-	-
27	3d/8e2cc0	3593862	DIRBUSTING:GOBUSTER (http://content.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:37.073	61ms	2ms	-	-	-	-	-
29	d3/9ae6da	3596399	DIRBUSTING:GOBUSTER (http://dash.dropbox.com)	FAILED	1	2025-07-17 03:21:38.156	29ms	1ms	-	-	-	-	-
1365	5e/6cddd6	3596486	DIRBUSTING:GOBUSTER (https://covid19.showcases.dropbox.com)	FAILED	1	2025-07-17 03:21:38.236	50ms	2ms	-	-	-	-	-
26	10/5b6b67	3596564	DIRBUSTING:FFUF (http://client.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:38.314	37ms	2ms	-	-	-	-	-
1437	c9/268e0a	3596609	DIRBUSTING:GOBUSTER (https://demo.showcase.dropbox.com)	FAILED	1	2025-07-17 03:21:38.365	27ms	2ms	-	-	-	-	-
2425	88/982cb0	3596651	DIRBUSTING:FFUF (https://help.reclaim.ai/en/articles/8370417-reclaim-ai-affiliate-program)	FAILED	1	2025-07-17 03:21:38.405	27ms	2ms	-	-	-	-	-
3174	e6/46b52c	3596711	DIRBUSTING:GOBUSTER (https://secure.showcase.dropbox.com)	FAILED	1	2025-07-17 03:21:38.446	37ms	2ms	-	-	-	-	-
28	ce/09a865	3596777	DIRBUSTING:FFUF (http://content.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:38.497	39ms	2ms	-	-	-	-	-
3181	62/f93ee9	3596835	DIRBUSTING:GOBUSTER (https://servers.showcase.dropbox.com)	FAILED	1	2025-07-17 03:21:38.551	38ms	2ms	-	-	-	-	-
31	f0/c85d8e	3596896	DIRBUSTING:FFUF (http://dash.dropbox.com)	FAILED	1	2025-07-17 03:21:38.609	41ms	2ms	-	-	-	-	-
3519	f8/a4bc27	3596952	DIRBUSTING:GOBUSTER (https://www-test-anycast-env.dropbox.com)	FAILED	1	2025-07-17 03:21:38.664	30ms	1ms	-	-	-	-	-
30	00/e50687	3597011	DIRBUSTING:GOBUSTER (http://experience.dropbox.com)	FAILED	1	2025-07-17 03:21:38.718	44ms	2ms	-	-	-	-	-
34	78/d4aa72	3597075	DIRBUSTING:GOBUSTER (http://experience.dropbox.com/contact)	FAILED	1	2025-07-17 03:21:38.784	37ms	2ms	-	-	-	-	-
2897	f5/884b48	3597138	DIRBUSTING:GOBUSTER (https://new.paper.dropbox.com)	FAILED	1	2025-07-17 03:21:38.843	44ms	2ms	-	-	-	-	-
32	a3/50e1b9	3597206	DIRBUSTING:GOBUSTER (http://experience.dropbox.com/)	FAILED	1	2025-07-17 03:21:38.909	36ms	2ms	-	-	-	-	-
2611	86/bdc608	3597268	DIRBUSTING:FFUF (https://host.showcase.dropbox.com)	FAILED	1	2025-07-17 03:21:38.968	37ms	2ms	-	-	-	-	-
36	d4/d2ac6a	3597326	DIRBUSTING:FFUF (http://experience.dropbox.com/)	FAILED	1	2025-07-17 03:21:39.027	43ms	2ms	-	-	-	-	-
3806	bf/3b2ad4	3597395	DIRBUSTING:FFUF (https://x.paper.dropbox.com)	FAILED	1	2025-07-17 03:21:39.093	35ms	1ms	-	-	-	-	-
35	6d/672ad5	3597453	DIRBUSTING:GOBUSTER (http://experience.dropbox.com/partner-locator)	FAILED	1	2025-07-17 03:21:39.153	44ms	2ms	-	-	-	-	-
46	11/2f4274	3597518	DIRBUSTING:GOBUSTER (http://help.dropbox.com/accounts-billing/security/cookies)	FAILED	1	2025-07-17 03:21:39.219	44ms	2ms	-	-	-	-	-
3796	01/239f41	3597589	DIRBUSTING:FFUF (https://www.helloworks.com)	FAILED	1	2025-07-17 03:21:39.285	45ms	2ms	-	-	-	-	-
33	01/194b30	3597657	DIRBUSTING:FFUF (http://experience.dropbox.com)	FAILED	1	2025-07-17 03:21:39.352	44ms	2ms	-	-	-	-	-
3779	6f/0f41c0	3597725	DIRBUSTING:FFUF (https://www.dropbox.com/zh_CN/enterprise)	FAILED	1	2025-07-17 03:21:39.419	36ms	2ms	-	-	-	-	-
39	95/715deb	3597809	DIRBUSTING:FFUF (http://experience.dropbox.com/partner-locator)	FAILED	1	2025-07-17 03:21:39.478	43ms	1ms	-	-	-	-	-
37	d8/fc86c8	3597878	DIRBUSTING:FFUF (http://experience.dropbox.com/contact)	FAILED	1	2025-07-17 03:21:39.544	45ms	2ms	-	-	-	-	-
38	92/480d4d	3597946	DIRBUSTING:GOBUSTER (http://experience.dropbox.com/sitemap)	FAILED	1	2025-07-17 03:21:39.611	36ms	2ms	-	-	-	-	-
3035	8b/20707e	3598005	DIRBUSTING:GOBUSTER (https://photos-4.dropbox.com)	FAILED	1	2025-07-17 03:21:39.669	44ms	2ms	-	-	-	-	-
41	73/9a3410	3598077	DIRBUSTING:GOBUSTER (http://forum-canary.dropboxforum.com)	FAILED	1	2025-07-17 03:21:39.736	46ms	2ms	-	-	-	-	-
44	71/4ba1bb	3598145	DIRBUSTING:FFUF (http://forum-canary.dropboxforum.com)	FAILED	1	2025-07-17 03:21:39.803	46ms	4ms	-	-	-	-	-
2346	ec/544416	3598210	DIRBUSTING:FFUF (https://help.reclaim.ai/en/articles/6937489)	FAILED	1	2025-07-17 03:21:39.869	44ms	2ms	-	-	-	-	-
42	c4/2bdce4	3598275	DIRBUSTING:GOBUSTER (http://help.dropbox.com)	FAILED	1	2025-07-17 03:21:39.936	36ms	2ms	-	-	-	-	-
2728	34/dc381f	3598333	DIRBUSTING:GOBUSTER (https://ks-vendingtransactions-mq4.showcase.dropbox.com)	FAILED	1	2025-07-17 03:21:39.995	44ms	2ms	-	-	-	-	-
40	db/91c725	3598400	DIRBUSTING:FFUF (http://experience.dropbox.com/sitemap)	FAILED	1	2025-07-17 03:21:40.061	44ms	1ms	-	-	-	-	-
3715	10/f93c8a	3598468	DIRBUSTING:GOBUSTER (https://www.dropbox.com/static/js/langpack/icu-th_TH.json)	FAILED	1	2025-07-17 03:21:40.129	43ms	1ms	-	-	-	-	-
43	be/587246	3598536	DIRBUSTING:GOBUSTER (http://help.dropbox.com/)	FAILED	1	2025-07-17 03:21:40.195	44ms	2ms	-	-	-	-	-
45	40/b56344	3598607	DIRBUSTING:FFUF (http://help.dropbox.com)	FAILED	1	2025-07-17 03:21:40.262	44ms	1ms	-	-	-	-	-
48	59/217c90	3598675	DIRBUSTING:GOBUSTER (http://help.reclaim.ai)	FAILED	1	2025-07-17 03:21:40.328	37ms	2ms	-	-	-	-	-
2702	7c/0617be	3598733	DIRBUSTING:FFUF (https://jobs.dropbox.com)	FAILED	1	2025-07-17 03:21:40.387	60ms	2ms	-	-	-	-	-
47	67/cfab93	3598817	DIRBUSTING:FFUF (http://help.dropbox.com/)	FAILED	1	2025-07-17 03:21:40.470	44ms	2ms	-	-	-	-	-
3817	c8/5e3ea2	3598909	DIRBUSTING:FFUF (http://content.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:40.537	44ms	2ms	-	-	-	-	-
